,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
272,130+ Exercises - Python - Data Science - Pandas - 2022,"13,089",65,1,8.2022,English,1,1,69.90,1,18,143,46m total,Paweł Krakowiak,"247,701",86,4.5,null,null,null,null,0,1,0,4.5
273,The Complete Healthcare Artificial Intelligence Course 2022,614,66,1,11.2021,English,1,1,179.90,1,10,116,18h 30m,Hoang Quy La,"4,973",13,4.0,null,null,null,null,0,0,0,3.9
274,Machine Learning and Data Science Essentials with Python & R,"4,860",65,1,12.2017,English,1,1,349.90,1,5,24,5h 36m,"AkaSkills! 35,000+ Students","38,814",9,3.8,null,null,null,null,0,0,0,4.4
275,Predictive Analytics With R,307,65,1,2.2016,English,1,1,319.90,1,7,44,4h 22m,Easylearning guru,"11,053",13,3.5,null,null,null,null,0,0,0,4.0
276,AI Machine Learning Complete Course: for PHP & Python Devs,"1,816",64,2,10.2018,English,1,1,349.90,1,10,65,4h 25m,Amr Shawqy,"1,816",1,4.1,Sameh Nabil,"1,816",1,4.1,0,0,0,4.1
277,Machine Learning & Data Science Masterclass in Python and R,717,64,1,1.2021,English,1,1,349.90,1,32,204,17h 4m,Denis Panjuta,"347,086",41,4.5,null,null,null,null,1,0,0,3.9
278,Python ReportLab from Beginner to Winner 2023,374,66,1,2.2022,English,1,1,349.90,1,2,21,8h 33m,Hugo Ferro,"1,370",10,4.7,null,null,null,null,1,0,0,4.8
279,Building Big Data Pipelines with PySpark + MongoDB + Bokeh,"2,379",63,1,2.2020,English,1,1,349.90,1,7,25,5h 4m,EBISYS R&D,"8,534",15,4.1,null,null,null,null,0,0,0,4.3
280,Hands - On Reinforcement Learning with Python,367,63,1,4.2018,English,1,1,349.90,1,8,32,4h 27m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,3.6
281,Face Mask Recognition: Deep Learning based Desktop App,"2,368",64,2,6.2022,English,1,1,639.90,1,8,68,4h 36m,Gusksra R,"81,516",13,4.4,Data Science Anywhere,"81,563",16,4.4,0,0,0,4.8
282,Computer Vision - Object Detection on Videos - Deep Learning,322,63,1,12.2022,English,1,1,349.90,1,10,82,2h 43m,Vineeta Vashistha,"1,606",6,4.3,null,null,null,null,1,0,0,4.0
283,Python Data Visualization using Seaborn - Beginners,"13,262",63,1,7.2021,English,1,1,349.90,1,3,17,2h 23m,Exam Turf,"137,454",30,4.0,null,null,null,null,0,0,0,3.8
284,Practical Foundations of R Programming,806,62,1,6.2017,English,1,1,329.90,1,4,101,7h 53m,"Geoffrey Hubona, Ph.D.","31,895",26,4.1,null,null,null,null,0,0,0,4.5
285,Curiosity Driven Deep Reinforcement Learning,806,65,1,10.2021,English,1,1,699.90,1,4,25,3h 45m,Phil Tabor,"5,819",4,4.7,null,null,null,null,0,0,0,4.9
286,awk tutorial,"5,898",62,1,8.2021,English,1,1,69.90,1,1,13,32m total,Frank Anemaet,"106,268",30,4.2,null,null,null,null,0,0,0,4.4
287,Data Science:  Machine Learning algorithms in Matlab,550,61,1,4.2018,English,1,1,139.90,1,10,26,2h 39m,Geek Cafe,"4,195",3,3.9,null,null,null,null,1,0,0,3.6
288,R programming from Scratch & Practice Case Studies workout,540,61,1,1.2021,English,1,1,69.90,1,5,49,4h 6m,Gopal Prasad Malakar,"112,235",17,4.3,null,null,null,null,0,0,0,3.8
289,Data Science: Bitcoin Data Visualization &  Price Prediction,"6,800",61,1,3.2021,English,1,1,69.90,1,5,14,1h 25m,School of Disruptive Innovation,"42,382",14,4.1,null,null,null,null,0,0,0,4.2
290,Data Science with R Tidyverse,221,60,1,9.2020,English,1,1,69.90,1,4,22,2h 29m,Adam Hayward,221,1,4.5,null,null,null,null,0,0,0,4.5
291,Artificial Intelligence Bootcamp in R Programming,738,61,3,6.2020,English,1,1,349.90,1,10,85,9h 59m,Minerva Singh,"90,921",49,4.4,Ligency I Team,"2,286,939",148,4.6,0,0,0,4.1
292,Guide to Big Data Analytics: Origination to Opportunities,611,60,1,12.2017,English,1,1,349.90,1,15,59,2h 27m,RankOne Consulting,"1,960",6,3.5,null,null,null,null,1,0,1,4.3
293,Master Natural Language Processing & Build NLP Web App,"16,169",59,2,8.2021,English,1,1,179.90,1,9,52,4h 33m,SeaportAi .,"101,934",27,4.1,Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight!,"315,733",45,3.9,0,0,0,4.0
294,Microsoft Azure Machine Learning - DP-100,294,59,1,2.2021,English,1,1,349.90,1,11,45,6h 35m,Data Science Training,345,2,3.5,null,null,null,null,0,0,0,3.7
295,Learn Data Analysis with Python Pandas,"5,297",59,1,11.2018,English,1,1,349.90,1,6,32,2h 21m,Tony Staunton,"38,665",10,4.1,null,null,null,null,0,0,0,3.5
296,Data Science: Machine Learning and Deep Learning with Python,"3,189",58,2,9.2019,English,1,1,459.90,0,17,60,14h 19m,Teach Premium,"28,258",2,4.0,Teach Apex,"88,244",8,4.0,0,0,0,4.6
297,The complete Machine Learning Data Science Course in Python,"2,288",58,1,5.2020,English,1,1,349.90,1,6,81,8h 15m,Coding School,"5,431",4,4.2,null,null,null,null,0,0,0,4.4
298,Predicting Diabetes on Diagnostic using Machine Learning,"8,534",58,1,6.2021,English,1,1,349.90,1,4,10,1h 4m,Exam Turf,"137,454",30,4.0,null,null,null,null,0,0,0,3.9
299,Artificial Intelligence Projects with Python,"7,396",59,1,9.2022,English,1,1,259.90,1,16,61,6h 15m,Yazılım Teknolojileri Akademisi,"22,076",8,4.4,null,null,null,null,0,0,0,4.4
300,LEARNING PATH: MATLAB: Powerful Machine Learning with MATLAB,330,57,1,2.2018,English,1,1,349.90,1,2,28,3h 58m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,4.5
301,Advanced Apache Spark for Data Scientists and Developers ,512,57,1,1.2016,English,1,1,179.90,1,6,71,5h 33m,Adastra Academy,"47,400",6,3.9,null,null,null,null,1,0,0,3.7
302,Machine Learning Intro for Python Developers,"6,813",57,1,1.2019,English,1,1,69.90,1,5,19,45m total,Frank Anemaet,"106,268",30,4.2,null,null,null,null,0,0,0,4.1
303,The Complete Machine Learning and Data Science Course in R,248,57,1,3.2021,English,1,1,349.90,1,43,146,17h 36m,Data Science Academy,"6,567",4,4.5,null,null,null,null,0,0,0,4.6
304,Introduction to R programming & RStudio for beginners,"7,210",57,1,1.2021,English,1,1,349.90,1,4,10,30m total,JP COURSES,"169,842",20,3.8,null,null,null,null,0,0,0,4.1
305,Complete DataScience with Python and Tensorflow,333,57,1,7.2018,English,1,0,349.90,1,7,147,11h 3m,Full Stack Datascientist,333,1,3.5,null,null,null,null,0,0,0,3.5
306,Programming Statistical Applications in R,"1,674",57,1,9.2020,English,1,1,259.90,1,6,89,11h 10m,"Geoffrey Hubona, Ph.D.","31,895",26,4.1,null,null,null,null,0,0,0,3.8
307,Machine Learning for Predictive Maps in Python and Leaflet,"3,259",57,1,6.2020,English,1,1,349.90,1,8,32,5h 58m,EBISYS R&D,"8,534",15,4.1,null,null,null,null,0,0,0,4.5
308,Market Basket Analysis & Linear Discriminant Analysis with R,344,57,1,8.2017,English,1,1,69.90,1,4,36,3h 24m,Gopal Prasad Malakar,"112,235",17,4.3,null,null,null,null,1,0,0,4.2
309,Python Data Visualization: Matplotlib & Seaborn Masterclass,"1,205",66,2,11.2022,English,1,1,619.90,1,9,94,7h 31m,Maven Analytics,"884,593",32,4.6,Chris Bruehl,"8,437",3,4.7,1,0,0,4.7
310,Batch Processing with Apache Beam in Python,258,56,1,9.2020,English,1,1,209.90,1,3,19,1h 9m,Alexandra Abbas,"2,246",2,3.5,null,null,null,null,0,0,0,3.2
311,Get Friendly With A.I. Basics,"7,693",56,1,9.2019,English,1,1,69.90,1,1,10,49m total,Dr. Dheeraj Mehrotra,"204,239",449,3.5,null,null,null,null,0,0,0,2.7
312,Machine Learning A-Z™: Hands-On Python & R in Data Science,"10,828",56,1,11.2019,English,1,1,459.90,0,29,151,15h 10m,Apex Education,"44,594",15,3.8,null,null,null,null,0,0,0,3.1
313,Data Science and Machine Learning with Java,409,56,1,4.2019,English,1,1,349.90,1,2,48,5h 16m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,1,0,0,3.7
314,Optimization with Excel: Operations Research without Coding,428,56,1,9.2022,English,1,1,139.90,1,13,80,10h 2m,Rafael Silva Pinto,"9,557",5,4.6,null,null,null,null,0,0,0,4.5
315,Real data science problems with Python,621,56,1,1.2018,English,1,1,69.90,1,16,31,7h 43m,Francisco Juretig,"24,329",9,3.8,null,null,null,null,0,0,0,3.8
316,Azure Data Engineer Workshop In A Weekend,842,57,1,12.2022,English,1,1,69.90,1,8,31,9h 19m,Amit Navgire,"37,865",11,4.1,null,null,null,null,0,0,0,4.5
317,R Programming: R for Data Science and Data Analytics A-Z™,"5,211",55,2,12.2019,English,1,1,459.90,0,7,34,7h 28m,Teach Premium,"28,258",2,4.0,Apex Education,"44,594",15,3.8,0,0,0,4.5
318,Hands-on Data Visualization With Python,814,55,3,8.2022,English,1,1,349.90,1,7,49,4h 25m,Jordan Sauchuk,"259,832",7,4.4,Ligency Team,"2,230,572",104,4.6,1,0,0,3.9
319,Optical Character Recognition (OCR) in Python,801,57,3,4.2022,English,1,1,69.90,1,13,95,12h 57m,Jones Granatyr,"162,760",89,4.6,IA Expert Academy,"155,421",88,4.6,0,0,0,4.5
320,Machine Learning in Python: From Zero to Hero in 10 Hours,349,55,1,7.2021,English,1,1,349.90,1,21,75,8h 7m,Sanjay Singh,"10,410",12,4.0,null,null,null,null,1,0,0,4.9
321,Machine Learning using Python,"9,186",56,1,12.2022,English,1,1,105.90,1,27,157,18h 42m,Start-Tech Academy,"1,573,819",52,4.5,null,null,null,null,0,0,0,4.7
322,"Machine Learning Bootcamp: SVM,Kmeans,KNN,LinReg,PCA,DBS","12,872",54,1,4.2022,English,1,1,69.90,1,4,69,17h 45m,Shrirang Korde,"83,288",8,3.9,null,null,null,null,0,0,0,4.0
323,Excelling in Machine Learning using Python,"10,993",54,1,8.2020,English,1,0,159.90,1,11,40,5h 44m,Manoj Chandak,"20,965",4,4.0,null,null,null,null,0,0,0,3.9
324,"Python Beyond Basics for Machine Learning,  Data Science, AI",538,54,1,11.2020,English,1,1,123.90,1,13,97,13h 14m,Piyushh n Dave,"5,417",8,4.6,null,null,null,null,0,0,0,4.0
325,Python Programming Masterclass: Build 28 End-To-End Projects,"1,176",54,1,8.2022,English,1,1,69.90,1,29,248,46h 49m,Pianalytix .,"66,704",18,4.3,null,null,null,null,0,0,0,3.1
326,Deep Learning with PyTorch,292,54,1,5.2018,English,1,1,349.90,1,6,38,4h 42m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,4.0
327,Data Analysis with Python for Working Professionals,322,54,1,1.2023,English,1,1,105.90,1,10,68,9h 4m,Gaurav Singh,"2,877",3,4.4,null,null,null,null,1,0,0,4.3
328,Object Detection with Tensorflow | Fast Track Course | ML,381,55,1,3.2022,English,1,0,69.90,1,9,9,2h 36m,Aakash Jadhav,381,1,4.1,null,null,null,null,0,0,0,4.1
329,Data Science Interview Preparation - Career Guide,807,54,1,5.2019,English,1,1,699.90,0,14,23,4h 0m,Up Degree,"84,485",28,3.9,null,null,null,null,0,0,0,4.6
330,Data Science-Unsupervised Machine Learning Using R,953,54,1,12.2017,English,1,1,179.90,1,5,28,4h 55m,ExcelR Solutions,"15,154",8,3.9,null,null,null,null,1,0,0,3.4
331,R: Complete Machine Learning Solutions,577,54,1,3.2017,English,1,1,349.90,1,12,125,8h 34m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,1,0,0,3.2
332,Machine Learning  with AWS,796,53,1,7.2022,English,1,0,69.90,1,10,55,4h 5m,Pranjal Srivastava,"121,690",79,3.6,null,null,null,null,0,0,0,3.6
333,Deep Learning & Neural Networks Python - Keras : For Dummies,"2,307",53,1,7.2021,English,1,0,349.90,1,62,88,11h 7m,Abhilash Nelson,"42,950",21,4.3,null,null,null,null,0,0,0,4.5
334,Geospatial APIs For Data Science Applications In Python,360,55,1,10.2022,English,1,1,699.90,1,9,73,5h 48m,Minerva Singh,"90,921",49,4.4,null,null,null,null,0,0,0,4.2
335,Advanced Reinforcement Learning in Python: from DQN to SAC,972,54,1,12.2022,English,1,1,699.90,1,14,115,8h 5m,Escape Velocity Labs,"6,090",11,4.6,null,null,null,null,0,0,0,4.6
336,Natural Language Processing with Python and NLTK,"5,532",53,1,8.2020,English,1,1,349.90,1,5,28,2h 45m,Dr. Ali Feizollah,"5,767",3,4.3,null,null,null,null,0,0,0,4.5
337,Python: Artificial Intelligence with Python: 3-in-1,498,52,1,4.2018,English,1,1,349.90,1,3,52,5h 14m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,3.4
338,Quant Finance Essentials,520,52,1,1.2023,English,1,0,179.90,1,5,17,2h 19m,Dr. Giannelos,"3,202",18,4.9,null,null,null,null,0,0,0,5.0
339,Natural Language Processing [ Building Real World Projects],"16,071",52,3,8.2020,English,1,1,69.90,1,9,31,4h 13m,Academy of Computing & Artificial Intelligence,"169,329",19,4.0,Future AI  - Academy of Computing & Artificial Intelligence,"27,690",3,4.0,0,0,0,4.4
340,Introduction to Machine Learning For Beginners [A to Z] 2020,"6,832",52,1,5.2020,English,1,1,69.90,1,9,30,7h 25m,Academy of Computing & Artificial Intelligence,"169,329",19,4.0,null,null,null,null,0,0,0,4.1
341,"Natural Language Processing, Deploy on Cloud(AWS) [Hindi]","9,395",52,1,5.2021,English,1,0,69.90,1,14,85,8h 17m,Rishi Bansal,"45,589",6,4.3,null,null,null,null,1,0,0,4.0
342,Apache Spark 3 Programming | Databricks Certification Python,257,52,1,7.2021,English,1,1,69.90,1,7,32,2h 33m,Vivek Singh Bhadouria,257,1,3.7,null,null,null,null,0,0,0,3.7
343,Simplified: All About Neural Networks,"5,451",51,1,1.2021,English,1,1,69.90,1,4,18,46m total,Jayanth Peetla,"9,441",2,4.2,null,null,null,null,0,0,0,4.4
344,Learn & Deploy Data Science Web Apps with Streamlit,429,51,2,9.2022,English,1,1,449.90,1,9,72,5h 40m,Gusksra R,"81,516",13,4.4,Data Science Anywhere,"81,563",16,4.4,0,0,1,4.5
345,Learn to scrape any website with R,226,51,1,7.2020,English,1,1,89.90,1,6,30,2h 48m,Mikkel Freltoft Krogsholm,226,1,3.9,null,null,null,null,0,0,0,3.9
346,Machine Learning for Interviews & Research and DL basics,367,50,1,6.2022,English,1,1,139.90,1,6,38,4h 39m,Dabeeruddin Syed,503,5,4.2,null,null,null,null,1,0,0,4.2
347,Machine Learning for Algorithmic Trading Bots with Python,594,50,1,3.2019,English,1,1,349.90,1,6,26,4h 50m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,3.5
348,Deep Learning with Python for Image Classification,"3,511",50,2,11.2022,English,1,1,179.90,1,19,21,1h 31m,Computer Science & AI School,"8,830",3,4.4,Mazhar Hussain,"9,498",4,4.4,0,0,0,4.8
349,Advanced Statistics and Data Mining for Data Science,311,50,1,3.2018,English,1,1,349.90,1,4,27,2h 53m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,4.3
350,Modeling Count Data using Stata,"1,710",50,1,4.2019,English,1,1,105.90,1,7,29,2h 52m,Najib Mozahem,"9,779",7,4.6,null,null,null,null,0,0,0,4.7
351,Emotion & Sentiment Analysis with/without NLTK using Python,206,50,1,3.2020,English,1,0,105.90,1,3,10,1h 12m,Attreya Bhatt,"15,952",15,4.2,null,null,null,null,0,0,0,4.1
352,Python + Data Science : Practical Guide [13 Hours],"1,022",50,3,4.2019,English,1,1,249.90,1,16,75,13h 9m,Eduonix Learning Solutions,"1,250,596",237,3.9,Michael Mustaine,"1,022",1,4.4,0,0,0,4.4
353,"2023 NumPy, Pandas and Matplotlib A-Z™: for Machine Learning",329,49,1,12.2022,English,1,1,349.90,1,91,447,11h 43m,"Donatus Obomighie | PhD, MSc, PMP","4,513",12,4.4,null,null,null,null,0,0,0,4.7
354,Professional Certificate in Machine Learning,434,49,1,5.2021,English,1,1,69.90,1,16,195,24h 0m,Academy of Computing & Artificial Intelligence,"169,329",19,4.0,null,null,null,null,0,0,0,3.7
355,Artificial Intelligence and IoT: Naive Bayes,"7,186",49,1,2.2021,English,1,1,349.90,1,12,40,1h 43m,Erwin Ouyang,"9,164",4,3.8,null,null,null,null,1,0,0,4.0
356,Machine Learning for Beginner (AI) - Data Science,"4,067",49,1,2.2022,English,1,0,69.90,1,11,68,6h 51m,Moein Ud Din,"35,314",7,4.4,null,null,null,null,0,0,0,4.4
357,Pyspark Foundation for Data Engineering | Beginners,761,51,1,6.2022,English,1,1,105.90,1,1,24,1h 13m,Akash Sunil Pawar,"3,883",4,4.7,null,null,null,null,0,0,0,4.4
358,Artificial intelligence in Game development- Tic Tac Toe AI,728,50,1,11.2021,English,1,1,349.90,1,10,86,9h 38m,DigiFisk (Programming is fun),"83,287",18,4.4,null,null,null,null,0,0,0,3.9
359,Looker for Beginners,163,51,1,10.2021,English,1,1,89.90,1,6,26,48m total,Colin Matthews,"2,615",4,4.2,null,null,null,null,0,0,0,4.5
360,Data Science and Machine Learning in Python,266,48,1,5.2019,English,1,1,349.90,1,13,120,17h 7m,Gaurav Chauhan,"2,534",5,4.3,null,null,null,null,0,0,0,4.6
361,Data Science Interview Questions & Answers,"16,006",48,1,7.2021,English,1,1,349.90,1,5,5,2h 38m,Uplatz Training,"384,700",162,3.6,null,null,null,null,0,0,0,2.6
362,Data Science - Master Analytics and become Data Scientist,"7,020",48,1,12.2019,English,1,0,349.90,1,7,49,8h 7m,Kaushik Vadali,"107,333",9,3.6,null,null,null,null,0,0,0,3.4
363,Data Engineering with Python,375,48,1,8.2020,English,1,1,105.90,1,13,63,14h 10m,Academy of Computing & Artificial Intelligence,"169,329",19,4.0,null,null,null,null,0,0,0,4.0
364,Practical Data Literacy for Leaders,602,53,1,1.2023,English,1,1,349.90,1,8,78,5h 2m,George Smarts,"68,567",27,4.5,null,null,null,null,0,0,0,4.6
365,AI & ML w/ Python-2022-Practical Hands On with Minimum Maths,213,48,1,12.2022,English,1,1,139.90,1,11,53,3h 28m,Aalekh Rai,"4,870",2,4.2,null,null,null,null,0,0,0,4.1
366,DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,424,48,1,3.2019,English,1,1,349.90,1,1,86,72h 22m,DATAhill Solutions Srinivas Reddy,"134,306",11,3.8,null,null,null,null,0,0,0,4.3
367,Python Projects: Python & Data Science with Python Projects,233,48,2,1.2023,English,1,1,699.90,1,7,87,12h 42m,Oak Academy,"275,303",256,4.5,Ali̇ CAVDAR,"48,095",17,4.6,1,0,0,4.7
368,100 Days Of Code: Real World Data Science Projects Bootcamp,"1,585",49,1,11.2022,English,1,1,349.90,1,101,731,105h 39m,Pianalytix .,"66,704",18,4.3,null,null,null,null,0,0,0,4.7
369,SciKit-Learn in Python for Machine Learning Engineers,360,48,1,3.2018,English,1,0,69.90,1,6,72,1h 47m,Mike West,"238,476",50,4.3,null,null,null,null,1,0,0,3.9
370,Awesome Natural Language Processing Tools In Python,501,47,1,11.2022,English,1,1,259.90,1,13,105,28h 24m,Jesse E. Agbe,"7,110",8,4.1,null,null,null,null,0,0,0,4.1
371,Supervised Machine Learning for beginners,163,47,1,7.2019,English,1,0,105.90,1,9,23,4h 53m,Ro Science,163,1,4.0,null,null,null,null,0,0,0,4.0
372,"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",209,47,1,2.2022,English,1,0,89.90,1,6,93,8h 54m,Shiv Onkar Deepak Kumar,"1,529",7,3.7,null,null,null,null,0,0,0,3.5
373,Predictive Modeling with Python,"16,043",49,1,6.2021,English,1,1,349.90,1,9,68,9h 25m,Exam Turf,"137,454",30,4.0,null,null,null,null,0,0,0,4.4
374,Scientific Computing with NumPy - Python Data Science,465,48,1,11.2021,English,1,1,349.90,1,12,74,5h 30m,TM Quest,"1,522",2,4.7,null,null,null,null,1,1,0,4.8
375,PySpark for Data Science - Beginners,"12,915",47,1,7.2021,English,1,1,349.90,1,3,16,2h 19m,Exam Turf,"137,454",30,4.0,null,null,null,null,0,0,0,4.3
376,Master Deep Learning for Computer Vision with TensorFlow 2,202,47,1,7.2022,English,1,1,349.90,1,10,104,29h 4m,Neuralearn Dot AI,"9,564",5,4.4,null,null,null,null,0,0,0,3.8
377,Easy Analysis With Tableau,"3,864",47,1,7.2021,English,1,1,105.90,1,4,10,1h 52m,Abhinav Saraogi,"3,864",1,3.9,null,null,null,null,0,0,0,3.9
378,"Data Analysis on AWS- Glue, Athena, Quicksight","3,142",48,1,1.2023,English,1,1,69.90,1,9,21,1h 35m,Harshit Srivastava,"148,659",117,3.8,null,null,null,null,1,0,0,4.2
379,Deep Learning: Concept and Design Simple Network [Hindi],"2,763",47,1,8.2020,English,1,0,69.90,1,5,38,3h 30m,Rishi Bansal,"45,589",6,4.3,null,null,null,null,1,0,0,4.3
380,Regression Analysis in R for Data Science: from Zero to Hero,"9,519",47,2,11.2022,English,1,1,105.90,1,7,49,4h 30m,Kate Alison,"81,437",34,4.2,Georg Müller,"41,686",10,4.1,1,1,0,3.8
381,Become a Citizen Data Scientist : Marketing perspective,"2,384",46,1,12.2016,English,1,0,329.90,1,7,33,1h 40m,Mohamed Jendoubi,"2,404",1,3.9,null,null,null,null,1,0,0,3.9
382,Learn SQL databases in a weekend,177,46,1,11.2021,English,1,1,105.90,1,14,154,8h 21m,Girts Strazdins,177,1,4.5,null,null,null,null,1,0,0,4.5
383,Financial Portfolio Optimization,373,46,1,1.2023,English,1,0,179.90,1,8,28,3h 17m,Dr. Giannelos,"3,202",18,4.9,null,null,null,null,0,0,0,5.0
384,Python Data Analysis and Data Science Essentials.,949,46,1,11.2022,English,1,1,299.90,1,10,69,5h 46m,Fanuel Mapuwei,"2,379",6,4.4,null,null,null,null,0,0,0,4.4
385,The Complete Course: Artificial Intelligence From Scratch,"2,552",46,1,12.2018,English,1,1,349.90,1,12,150,14h 17m,Sobhan N.,"22,210",15,3.4,null,null,null,null,1,0,0,3.2
386,Master Data Engineering using GCP Data Analytics,633,50,2,1.2023,English,1,1,699.90,1,13,281,19h 22m,Durga Viswanatha Raju Gadiraju,"268,605",20,4.4,Asasri Manthena,"214,713",19,4.4,0,0,0,4.6
387,Data Science and Analytics with AWS Quicksight and Power BI,"5,434",46,1,11.2022,English,1,1,69.90,1,10,23,2h 0m,Harshit Srivastava,"148,659",117,3.8,null,null,null,null,1,0,0,4.0
388,Data Science Statistics A-Z : Python,260,46,1,2.2019,English,1,1,349.90,1,11,103,14h 7m,Geekshub Pvt Ltd,"4,059",5,4.3,null,null,null,null,0,0,0,4.4
389,AWS Sagemaker 2018- Fully Managed Machine Learning Service,"1,311",46,1,5.2018,English,1,1,89.90,1,3,35,4h 12m,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)","4,580",16,2.8,null,null,null,null,0,0,0,2.9
390,TensorFlow 2.x Essentials - 2021,"8,095",46,3,6.2021,English,1,1,69.90,1,5,27,2h 54m,Data Science Anywhere,"81,563",16,4.4,Sudhir G,"73,622",5,4.2,0,0,0,3.9
391,Data and Statistics (For Business and Economics),942,45,1,9.2020,English,1,1,179.90,1,5,39,2h 59m,Shubham Kalra,"13,578",8,4.3,null,null,null,null,1,0,0,4.2
392,R: Learn to Program in R & Use R for Effective Data Analysis,542,45,1,4.2017,English,1,1,105.90,1,6,27,5h 46m,ATI - Analytics Training Institute,"19,461",12,3.8,null,null,null,null,0,0,0,3.5
393,Kaggle Masterclass - build a Machine Learning Portfolio,"9,497",45,1,4.2021,English,1,1,349.90,1,12,61,3h 31m,Taimur Zahid,"37,535",3,4.1,null,null,null,null,0,0,0,3.6
394,Tensorflow on Google's Cloud Platform for Data Engineers,577,45,1,8.2017,English,1,1,69.90,1,4,44,1h 16m,Mike West,"238,476",50,4.3,null,null,null,null,1,0,0,4.1
395,Tensorflow with Python,"14,077",45,1,6.2021,English,1,1,349.90,1,4,9,1h 29m,Exam Turf,"137,454",30,4.0,null,null,null,null,0,0,0,3.5
396,Future Artificial Intelligence Reinforcement Learning (TM),"1,652",45,1,1.2022,English,1,1,699.90,1,8,8,1h 2m,Dr. F. A. K (Noble),"16,625",80,4.5,null,null,null,null,0,0,0,4.9
397,"Data Science: Build, Train & Test a Machine Learning Model","2,908",45,1,9.2020,English,1,1,69.90,1,5,7,40m total,School of Disruptive Innovation,"42,382",14,4.1,null,null,null,null,0,0,0,3.8
398,Introduction to Python and Machine Learning,156,44,1,12.2018,English,1,1,105.90,1,15,124,5h 35m,Girish Shakya,"3,620",5,3.2,null,null,null,null,0,0,0,4.0
399,Learn Python For Data Science W/ Search & Recommender Algos!,"5,377",44,1,3.2018,English,1,1,349.90,1,7,31,4h 19m,Larry Wai,"7,660",3,4.0,null,null,null,null,1,1,0,4.0
400,No-Code and No-Math Machine Learning,574,45,2,9.2022,English,1,1,69.90,1,8,40,5h 5m,Jones Granatyr,"162,760",89,4.6,IA Expert Academy,"155,421",88,4.6,0,0,0,4.7
401,Amazon Sagemaker Basics Guide,"23,258",44,1,11.2022,English,1,1,349.90,1,15,45,1h 28m,Josh Werner,"1,482,316",193,3.8,null,null,null,null,0,0,0,3.0
402,Pandas: Beginner To Advance 2021,"3,290",44,1,6.2020,English,1,1,69.90,1,13,28,1h 56m,Aviral Pathak,"3,290",1,4.0,null,null,null,null,0,0,0,4.0
403,A Complete Guide to Time Series Analysis & Forecasting in R,226,45,1,6.2021,English,1,0,69.90,1,14,142,10h 33m,Dr. Imran Arif,226,1,4.6,null,null,null,null,0,0,0,4.6
404,K-Means for Cluster Analysis and Unsupervised Learning in R,"5,049",44,1,1.2022,English,1,1,69.90,1,8,32,3h 10m,Kate Alison,"81,437",34,4.2,null,null,null,null,0,0,0,4.6
405,Be Aware of Data Science,281,44,3,1.2022,English,1,1,179.90,1,6,59,6h 3m,Robert Barcik,"28,326",8,4.4,Jana Gecelovska,281,1,4.7,1,0,0,4.7
406,Python for Mastering Machine Learning and Data Science,"2,540",46,1,8.2022,English,1,1,299.90,1,16,93,19h 45m,Jifry Issadeen,"2,613",2,4.6,null,null,null,null,1,0,0,4.8
407,Make predictions with Python machine learning for apps,558,44,2,5.2018,English,1,1,349.90,1,17,122,17h 25m,Mammoth Interactive,"381,289",275,4.3,John Bura,"519,351",304,4.3,0,0,0,3.9
408,Hands-On Statistical Predictive Modeling,248,44,1,10.2018,English,1,1,349.90,1,4,18,3h 0m,Packt Publishing,"408,556","1,058",3.9,null,null,null,null,0,0,0,3.6
409,College Level Neural Nets [I] - Basic Nets: Math & Practice!,755,43,1,11.2020,English,1,1,349.90,1,13,83,13h 21m,"Ahmed Fathy, MSc","40,543",6,4.4,null,null,null,null,0,0,0,4.7
410,R Ultimate 2023: R for Data Science and Machine Learning,485,45,1,1.2023,English,1,1,349.90,1,30,200,22h 16m,Bert Gollnick,"6,608",3,4.4,null,null,null,null,0,0,0,4.8
411,Advanced Data Science: Master Deep Web Experiment Analysis!,708,43,1,8.2016,English,1,1,349.90,1,5,27,5h 1m,Larry Wai,"7,660",3,4.0,null,null,null,null,1,1,0,3.7
